future_opt	future	condition	is_impossible_choice	explanation_text	written_explanation	question_choice_order	selected_answer_position	future_choice	future_text	ts_is_same_dataset_start	ts_submitted_	study_id	study	is_correct	is_possible	id
just_static	Although the animations are nice, they make it hard to necessarily understand the data as they move pretty quickly.	stepthru	possible	more-masters-in-industry	None	{'more-masters-in-industry':0,'many-industry-on-right':1,'outliers-drive-up-masters':2,'mystery-work-on-left':3,'left-not-stat-sig':4,'left-more-than-right':5,'non-grads-on-right':6,'none-of-the-above':7}	0	just_static	Although the animations are nice, they make it hard to necessarily understand the data as they move pretty quickly.	2020-09-10 08:25:43	2020-09-10 08:30:57	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	49
just_static	NICE THIS TABLE IS VERY HELPFUL	static	impossible	more-masters-in-industry	GOOD	{'non-grads-on-right':0,'many-industry-on-right':1,'left-not-stat-sig':2,'left-more-than-right':3,'mystery-work-on-left':4,'more-masters-in-industry':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	5	just_static	NICE THIS TABLE IS VERY HELPFUL	2020-09-10 09:27:14	2020-09-10 09:31:58	simpsons_multiple_choice_tibble	tibble	TRUE	FALSE	50
static_ani	The animations definitely show the action taken to support the statement.	stepthru	impossible	more-masters-in-industry	None	{'outliers-drive-up-masters':0,'many-industry-on-right':1,'non-grads-on-right':2,'left-not-stat-sig':3,'more-masters-in-industry':4,'mystery-work-on-left':5,'left-more-than-right':6,'none-of-the-above':7}	4	static_ani	The animations definitely show the action taken to support the statement.	2020-09-10 08:18:16	2020-09-10 08:32:04	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	51
static_ani	It gives a bigger picture of the data set.	static	possible	more-masters-in-industry	None	{'mystery-work-on-left':0,'more-masters-in-industry':1,'non-grads-on-right':2,'left-not-stat-sig':3,'many-industry-on-right':4,'left-more-than-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	1	static_ani	It gives a bigger picture of the data set.	2020-09-10 09:24:57	2020-09-10 09:32:49	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	52
static_ani	With the animation options, I believe it will make it understandable to a greater audience.  It's a nice additional context feature when presenting the data.	static	possible	outliers-drive-up-masters	Not too much more than what I selected, but my assumption was on outliers that are visually	{'many-industry-on-right':0,'left-more-than-right':1,'left-not-stat-sig':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'more-masters-in-industry':5,'non-grads-on-right':6,'none-of-the-above':7}	4	static_ani	With the animation options, I believe it will make it understandable to a greater audience.  It's a nice additional context feature when presenting the data.	2020-09-10 09:27:14	2020-09-10 09:32:58	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	53
static_ani	I feel like the animations go more in depth with the information and make it easier for people like me to understand.	stepthru	possible	more-masters-in-industry	None	{'mystery-work-on-left':0,'many-industry-on-right':1,'non-grads-on-right':2,'left-more-than-right':3,'left-not-stat-sig':4,'more-masters-in-industry':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	5	static_ani	I feel like the animations go more in depth with the information and make it easier for people like me to understand.	2020-09-10 06:23:33	2020-09-10 06:33:30	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	54
static_ani	I find value in both types of charts, but the static chart with animations is more informative in my opinion in regards to the breakdown of the group.	stepthru	possible	more-masters-in-industry	More people had Master degrees than PhDs in the group. More people who had Masters were more likely to work in Industry than people with PhDs who were more likely to choose to work in Academia.	{'mystery-work-on-left':0,'left-more-than-right':1,'left-not-stat-sig':2,'outliers-drive-up-masters':3,'non-grads-on-right':4,'more-masters-in-industry':5,'many-industry-on-right':6,'none-of-the-above':7}	5	static_ani	I find value in both types of charts, but the static chart with animations is more informative in my opinion in regards to the breakdown of the group.	2020-09-10 09:17:44	2020-09-10 09:33:47	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	55
static_ani	By observing the animations you can see the population differences between each group and you can see why these types of graphs are given	static	possible	more-masters-in-industry	In the Phd data on the left there is a large standard deviation that speaks of large differences in earnings between people who have Phd.There must be more people who work in the academy with PhD and therefore the low average	{'more-masters-in-industry':0,'many-industry-on-right':1,'non-grads-on-right':2,'mystery-work-on-left':3,'left-not-stat-sig':4,'left-more-than-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	0	static_ani	By observing the animations you can see the population differences between each group and you can see why these types of graphs are given	2020-09-10 09:24:51	2020-09-10 09:35:09	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	56
just_static	I prefer the static charts because they allow me to take my time and focus on the parts I want to But the animation just keeps going.The animation is also cool because it shows the movement on the chart but can be sometimes confusing as it moves through quickly	stepthru	possible	more-masters-in-industry	None	{'non-grads-on-right':0,'left-more-than-right':1,'left-not-stat-sig':2,'many-industry-on-right':3,'mystery-work-on-left':4,'more-masters-in-industry':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	5	just_static	I prefer the static charts because they allow me to take my time and focus on the parts I want to But the animation just keeps going.The animation is also cool because it shows the movement on the chart but can be sometimes confusing as it moves through quickly	2020-09-10 06:23:28	2020-09-10 06:36:24	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	57
static_ani	animations make things easier to visualise	static	possible	more-masters-in-industry	None	{'non-grads-on-right':0,'mystery-work-on-left':1,'left-more-than-right':2,'more-masters-in-industry':3,'left-not-stat-sig':4,'outliers-drive-up-masters':5,'many-industry-on-right':6,'none-of-the-above':7}	3	static_ani	animations make things easier to visualise	2020-09-10 05:31:42	2020-09-10 05:36:06	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	58
just_static	Heck, the animations confused me.	static	possible	more-masters-in-industry	This is probably how it is in real life.  That is, more PhDs than Masters are academicians (which pay less).  Most industry people probably have a higher proportion of people with Master's degrees than PhD.  There's an old saying:	{'many-industry-on-right':0,'more-masters-in-industry':1,'mystery-work-on-left':2,'outliers-drive-up-masters':3,'non-grads-on-right':4,'left-more-than-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	1	just_static	Heck, the animations confused me.	2020-09-10 08:25:24	2020-09-10 08:36:33	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	59
static_ani	I feel like the animations are helpful to explain where the numbers come from	static	possible	outliers-drive-up-masters	I feel like the correct explanation above can also be a mixture of a few of the choices.	{'more-masters-in-industry':0,'left-not-stat-sig':1,'non-grads-on-right':2,'many-industry-on-right':3,'left-more-than-right':4,'mystery-work-on-left':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	6	static_ani	I feel like the animations are helpful to explain where the numbers come from	2020-09-10 09:27:16	2020-09-10 09:36:50	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	60
static_ani	The version with the animations gives me a lot more context around the data set. It's far easier to understand, and I don't have to spend time searching for the reason why both charts could be correct like the version with just the static charts.	static	possible	more-masters-in-industry	None	{'many-industry-on-right':0,'mystery-work-on-left':1,'outliers-drive-up-masters':2,'non-grads-on-right':3,'more-masters-in-industry':4,'left-more-than-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	4	static_ani	The version with the animations gives me a lot more context around the data set. It's far easier to understand, and I don't have to spend time searching for the reason why both charts could be correct like the version with just the static charts.	2020-09-10 09:31:05	2020-09-10 09:37:07	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	61
static_ani	The animations are basically more charts and show more information.  Really doesn't need to be animated, that is just distracting and will no doubt cause technical issues for some presenters.	static	impossible	none-of-the-above	the master's points on the right chart can be lower than the master's points on the left chart.  the phd's point on the right chart can be higher than both phd's high point on the left chart.	{'left-more-than-right':0,'non-grads-on-right':1,'more-masters-in-industry':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'many-industry-on-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	7	static_ani	The animations are basically more charts and show more information.  Really doesn't need to be animated, that is just distracting and will no doubt cause technical issues for some presenters.	2020-09-10 09:28:27	2020-09-10 09:37:08	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	62
static_ani	I prefer the animated charts as it brings a eye coordination or better understanding of information with it's process.	static	impossible	more-masters-in-industry	None	{'left-not-stat-sig':0,'outliers-drive-up-masters':1,'more-masters-in-industry':2,'left-more-than-right':3,'non-grads-on-right':4,'many-industry-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	2	static_ani	I prefer the animated charts as it brings a eye coordination or better understanding of information with it's process.	2020-09-10 08:22:09	2020-09-10 08:37:12	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	63
static_ani	charts were accompanied by animations (below), giving information lastly you plot the average. nice survey.	stepthru	possible	more-masters-in-industry	The most people degree qualification in working fields	{'non-grads-on-right':0,'outliers-drive-up-masters':1,'left-more-than-right':2,'left-not-stat-sig':3,'many-industry-on-right':4,'mystery-work-on-left':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	static_ani	charts were accompanied by animations (below), giving information lastly you plot the average. nice survey.	2020-09-10 06:25:30	2020-09-10 06:37:58	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	64
just_static	Static charts seems neat, simple, easily understandable whereas animation chart is very confusion which I don't prefer	static	possible	mystery-work-on-left	None	{'mystery-work-on-left':0,'non-grads-on-right':1,'left-not-stat-sig':2,'many-industry-on-right':3,'more-masters-in-industry':4,'left-more-than-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	0	just_static	Static charts seems neat, simple, easily understandable whereas animation chart is very confusion which I don't prefer	2020-09-10 06:23:29	2020-09-10 06:38:22	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	65
